Random Seed:  42
train: 0.714394931045096 0.5271921017128002
val: 0.7128757972802434 0.5193835321281638
train: 0.8046987035756936 0.6483989426117839
val: 0.7947814038821629 0.6291089100497109
train: 0.8189002060470693 0.6729071599996684
val: 0.8087990241391319 0.6541726919157165
train: 0.8191643441177883 0.6758449696375828
val: 0.8092202129108566 0.6567130237817764
train: 0.8131950906644468 0.6692728533073604
val: 0.8032534824950355 0.6505576100732599
train: 0.8102527042288235 0.6673697983064959
val: 0.8001168327672141 0.6475373006292752
train: 0.8103923949677924 0.6674161794598151
val: 0.800851800612041 0.6484801614923137
train: 0.8075157664388506 0.6631954453907405
val: 0.7980366700461933 0.6438214629888535
train: 0.8102401054499786 0.6657240156554057
val: 0.8018162474036217 0.6483823710254261
train: 0.8118517786876197 0.6680296170047302
val: 0.802584031862872 0.64924149534532
train: 0.8101241990617992 0.6654829677423774
val: 0.8009036289794105 0.6477677641170365
train: 0.8054232595603137 0.6586135003573733
val: 0.7960422507354191 0.6406596643584115
train: 0.8054794036398185 0.6573166898793139
val: 0.7952064126729965 0.6377272893275533
train: 0.8032350232524257 0.6552569652932131
val: 0.793679983488151 0.6371309831738472
train: 0.8004015021659762 0.6503906711455314
val: 0.7906081836138453 0.6312836472477231
train: 0.8032600419961812 0.6546340751682908
val: 0.7943520992994308 0.6372959667018482
train: 0.8007812181875503 0.6520302249364489
val: 0.790951811841556 0.6330363548227719
train: 0.7996090680273398 0.650519851190953
val: 0.7909286213772637 0.6328145382659776
train: 0.7988519469314307 0.6485618714712932
val: 0.7903583539383752 0.6315072083047458
train: 0.7980999341808106 0.6479014936954745
val: 0.7901242620178631 0.6310793853231839
train: 0.7981155163381806 0.6473722738429598
val: 0.7901613201413836 0.6311280227133206
train: 0.7947787214234427 0.6433929725825961
val: 0.7874928489327431 0.6280925247286048
train: 0.7928828027241391 0.6405868149223216
val: 0.7845433631113597 0.6229466402104923
train: 0.7846622000341891 0.6283856425816712
val: 0.7773613152759415 0.6122674638671535
train: 0.7869923824438951 0.6323901272414367
val: 0.7801378081951823 0.6166545131376812
train: 0.7906932939182628 0.6359954090062474
val: 0.7837523232613292 0.6206784690065044
train: 0.7856131944138983 0.6285038927783015
val: 0.7784609805260386 0.6122964226773807
train: 0.7818316319121643 0.6248955356060935
val: 0.7740983590483665 0.6079003363847733
train: 0.7909585445507531 0.6374696867207278
val: 0.7839269563555717 0.6218313824917588
train: 0.7963003227787633 0.6453445150006202
val: 0.7891372282590184 0.6290992104581424
train: 0.7982482765077495 0.6492441236273634
val: 0.791754350066185 0.6339263953268528
train: 0.8009716621941485 0.651552667890476
val: 0.7934039320264544 0.6353076270648411
train: 0.790966241240851 0.6378401381528972
val: 0.7845347598195076 0.6227126089589936
train: 0.7955133203537234 0.6441782300423318
val: 0.7878319929753032 0.6275580429605075
train: 0.796069287484692 0.6442227982356052
val: 0.7886668092438153 0.6279255098530224
train: 0.8017735306468528 0.6543063518763288
val: 0.7946158594318798 0.6384630703500339
train: 0.7971802918442533 0.6459864807093948
val: 0.7898980464254107 0.6296059074146407
train: 0.7964091066740825 0.6447218055249658
val: 0.7887604162096977 0.6284413609121527
train: 0.8005884770424135 0.6497659940174249
val: 0.7925109320453235 0.6325957296150071
train: 0.8002985934358189 0.6505504419202329
val: 0.7927051165274211 0.6341474918382508
train: 0.799327758050734 0.6487504874855892
val: 0.7915084542972701 0.63198421895504
train: 0.7990762507461033 0.649372090517251
val: 0.7919587684529168 0.6336403494434697
train: 0.7992005472309079 0.6486277237665619
val: 0.7914235017129353 0.6319376975297928
train: 0.7986746477591328 0.6479638463590851
val: 0.7914547441261155 0.6317276209592819
train: 0.801191637592931 0.6518169984090363
val: 0.7943871564098767 0.6364003462450845
train: 0.8007849947797937 0.6508990684387621
val: 0.792491794696876 0.6330508994204658
train: 0.8005578086173429 0.6500643184982087
