Random Seed:  42
train: 0.7035245692625074 0.4953845041937842
val: 0.7026768741863114 0.48902020922728945
train: 0.802016725987633 0.6364106801597953
val: 0.792304698910032 0.617387014308146
train: 0.8233247163358671 0.679849927026855
val: 0.8128702715039253 0.6603151900427682
train: 0.8261571564982014 0.6881271859417912
val: 0.816680123763425 0.6684818587132862
train: 0.8297840928402115 0.6946741454412511
val: 0.8195614346436092 0.6743362306484154
train: 0.8263265275535695 0.6917176870656503
val: 0.8161307498812675 0.6704129268016134
train: 0.8082058580040582 0.6718931476042068
val: 0.8000978838120189 0.6524677638496671
train: 0.7871289408801239 0.6487069011958114
val: 0.7783238302384105 0.6281738797468799
train: 0.7915160439231179 0.652258054864022
val: 0.7837427609733173 0.6334257221647671
train: 0.7798020661401609 0.6400193956590468
val: 0.7712166256138256 0.6197306625545025
train: 0.7755412300311225 0.6347300647990095
val: 0.7680319579584258 0.6160683748977525
train: 0.7818572842830087 0.6407412038870222
val: 0.7740816452673503 0.6220359557441303
train: 0.7919946199288466 0.6502155660708978
val: 0.7829522735306195 0.6297336827431407
train: 0.7882353214224762 0.647076001177785
val: 0.7801576097096715 0.6283422043280942
train: 0.7889779037044894 0.6471237366325345
val: 0.7802589716655868 0.6268950902989933
train: 0.8015025305258564 0.6605787738676994
val: 0.7927148672086852 0.6414972586291177
train: 0.7919895869196335 0.651040996536831
val: 0.783906914293766 0.631784302847726
train: 0.7876924771018042 0.6439215338125257
val: 0.7792780527046749 0.6241613104939461
train: 0.7978467663362229 0.6554012607968798
val: 0.7894358028258596 0.6364527972681182
train: 0.797776931017375 0.6567982433478503
val: 0.789784271802221 0.6379071995615959
train: 0.8019785232557929 0.6613791816570193
val: 0.7937158952866282 0.6427738187568528
train: 0.8012702444082132 0.6614779560796676
val: 0.7934183457068035 0.6437490805983543
train: 0.7928167162053397 0.6509418146701152
val: 0.7840510266167777 0.6305151746741363
train: 0.7843550438405481 0.6418195123896221
val: 0.7761378831097058 0.6216826417616436
train: 0.7761619155707598 0.6341964948561883
val: 0.7693893941385406 0.6147103075470243
train: 0.813268731591289 0.6763802336807475
val: 0.8045756103737014 0.6565577015280724
train: 0.786310335932589 0.648043687217746
val: 0.7791526477251735 0.6281138605305127
train: 0.795370903532526 0.6597469812614127
val: 0.7875557605709348 0.6392703439508166
train: 0.7626040063995071 0.6260759218696974
val: 0.7591475897601673 0.6093515753746033
train: 0.7996152642884912 0.6701611016502828
val: 0.792321469102587 0.6499589734843799
train: 0.7821916876650276 0.6502474862809056
val: 0.7771165094205311 0.6323365239160401
train: 0.7876571679045378 0.6580399293179386
val: 0.7820472174457141 0.6394175482647759
train: 0.7497575267319105 0.6158462831002177
val: 0.7483793646097183 0.5995566988629955
train: 0.7423601521075296 0.606860461385369
val: 0.7407568139689309 0.5905947307390826
train: 0.7292711330998328 0.5926127689849596
val: 0.7295578931059156 0.5772077079330172
train: 0.7040546333684949 0.565167532550974
val: 0.7091175296476909 0.5526428669691086
train: 0.7251503345204239 0.5888012493810346
val: 0.7277221136859485 0.5758475597415652
train: 0.6978359302817202 0.5557918760958305
val: 0.705455726810864 0.5451566449233464
train: 0.7081867187253891 0.5677208053576283
val: 0.7143638921635491 0.5563196646315711
train: 0.6901719507234187 0.5458910219655358
val: 0.7001583863581929 0.537183591829879
train: 0.687089853622347 0.5407821047515813
val: 0.6978653275540897 0.5325190845344748
train: 0.696154518910517 0.5517455678531501
val: 0.7053762833986964 0.5432775786944798
train: 0.6802874773828165 0.5296129325617793
val: 0.6899316630193165 0.5197560877672264
train: 0.6805003741619524 0.526987817979628
val: 0.6901366870318141 0.5174698467765536
train: 0.6773506712354174 0.5213458774026888
val: 0.687688562486853 0.5120759691510882
train: 0.6898861751178842 0.5367155786483518
val: 0.6992070760045733 0.5262641411806855
train: 0.6985773108571856 0.5434698723802818
val: 0.7097970939108303 0.535157068499497
train: 0.6842803477891379 0.5221134173380665
val: 0.695237364087786 0.5132668571812766
train: 0.697262230157153 0.5393038451496807
val: 0.7072394341230392 0.5302964150905609
train: 0.6919274622044606 0.5362398052844833
val: 0.7019666082092694 0.5269835389086178
train: 0.6818128191480888 0.5144220978633399
val: 0.6904139476163047 0.5054044579820973
train: 0.6843235527665035 0.519647371559199
val: 0.6927456387451717 0.5089909790882042
train: 0.6900827251920951 0.521951280905704
val: 0.6988880261778831 0.5137397662869522
train: 0.6862887988342218 0.5176984157380471
val: 0.694633489208562 0.507876562752894
train: 0.6812976406466577 0.5107847559661809
val: 0.6879709107535226 0.49988544306584765
train: 0.6745687751126779 0.49577954892189274
val: 0.6797085776925087 0.4843826027853148
train: 0.6921414439279663 0.5207796539029768
val: 0.6975956335663795 0.5089532967124667
train: 0.69014721969006 0.5080931375453199
val: 0.6947818994522095 0.4950324094721249
train: 0.6930517099819575 0.5156807676613157
val: 0.6965956975306783 0.5023516017411437
train: 0.6987982422026022 0.5187508198173165
val: 0.7023577679480825 0.5067762562206813
train: 0.6952449181212708 0.5197531561697682
val: 0.6976653273616519 0.5077855496534279
train: 0.6932077372878178 0.5106929269703951
val: 0.6963192852480071 0.49779809904950006
train: 0.6869864685794126 0.4978093113367858
val: 0.6910389001880374 0.48534377930419786
train: 0.7036327181323883 0.5289497898121384
val: 0.7067789424742971 0.516973324652229
train: 0.6948296644470908 0.50643252137819
val: 0.6981243012206895 0.49457142714943203
train: 0.6953421588167766 0.5052925076477689
val: 0.6991875714489392 0.4919035706136908
train: 0.6948242963583938 0.4999955641733936
val: 0.6977935742054667 0.4863670878112316
train: 0.7006462017112464 0.5110111202487498
val: 0.7043518849781581 0.4988368685756411
train: 0.691135465224817 0.4973590343404026
val: 0.6945314630866051 0.48551702446171213
train: 0.6931405200287044 0.503760777610488
val: 0.6947479301265308 0.490205317735672
train: 0.688867798473828 0.4954654344540537
val: 0.6906927227973938 0.4812832017030035
train: 0.6927165142601885 0.5023647812454581
val: 0.6953331540737834 0.4890796994524343
train: 0.7053518837148492 0.5238076361917681
val: 0.7077280751296452 0.5103895605674812
train: 0.6938463804309319 0.50952671769777
val: 0.6974753205265317 0.4969941186053412
train: 0.6997651410592266 0.5214909585165488
