Random Seed:  42
train: 0.718467890167516 0.5160930563103069
val: 0.717340812087059 0.5095648393034935
train: 0.8076909680869921 0.6455265865647548
val: 0.7977942866938454 0.6263370088168553
train: 0.8215183343006369 0.6783545622028564
val: 0.811039038002491 0.6589752297316279
train: 0.8318980208589883 0.6951280036979407
val: 0.8219802549907139 0.6752470135688782
train: 0.827547667487975 0.6920461509584331
val: 0.817444700215544 0.6719345210918358
train: 0.8217356068647502 0.6863039931244165
val: 0.8118181441511426 0.6655071484191077
train: 0.7971679926617754 0.6594159414341723
val: 0.7898186051419803 0.6407876248870578
train: 0.7807019726971377 0.6413741830157395
val: 0.772666335105896 0.6215928404458931
train: 0.7888346646538228 0.6487550463669461
val: 0.7817267222063882 0.6307882586760181
train: 0.771934767272815 0.6304770366362462
val: 0.7638694590755871 0.6110421594764505
train: 0.7734191803988124 0.6315342097862725
val: 0.7661562838724681 0.61356121301651
train: 0.7717023091581909 0.6291251004266599
val: 0.765029248382364 0.6114006798182215
train: 0.7715096097887436 0.6284595082931854
val: 0.7641715460589954 0.6092117045606885
train: 0.7653875483795345 0.6229950361762229
val: 0.7596363531691688 0.6060019449463913
train: 0.7687997291864188 0.6263427598909899
val: 0.762378820351192 0.6075632093208176
train: 0.7978601619994535 0.6571983572674637
val: 0.7893651383263725 0.6382957164730344
train: 0.7925871110731556 0.6526736914237573
val: 0.7847333699464798 0.6336112575871604
train: 0.7935370150898908 0.6537295659441402
val: 0.7853761783667973 0.6342937552503177
train: 0.8130366440392659 0.6757684988010664
val: 0.8040405852454049 0.6566236838698387
train: 0.8226591303201715 0.6884362804225463
val: 0.8136453213436263 0.6688099248068673
train: 0.7897584354423008 0.6509046627978775
val: 0.7831892030579704 0.6335829123854637
train: 0.806661870472592 0.6696633345220795
val: 0.7985311352780887 0.6512045200381961
train: 0.8074790435103028 0.6704162327774809
val: 0.7978117263742855 0.6486900209316185
train: 0.8018786952642402 0.6655497789557728
val: 0.7935972735285759 0.6458348770226751
train: 0.781111229374961 0.6406341497499572
val: 0.7746336247239795 0.6221771543579442
train: 0.8075561871276923 0.674306373966754
val: 0.7987327671476773 0.6544615636978831
train: 0.8026851590427835 0.6687285641421321
val: 0.7940034493803978 0.6477703675627708
train: 0.7800262203314438 0.6442069116750421
val: 0.7733377824936595 0.6251632981002331
train: 0.7884502671331255 0.6543372729656634
val: 0.781531993831907 0.635934336909226
train: 0.7854321160274517 0.6519953110350891
val: 0.7788449302315712 0.6330534539052418
train: 0.7793739261515329 0.6448578204402476
val: 0.7738907901304108 0.6275325965668473
train: 0.7782857129650731 0.6450431555771757
val: 0.7731790723545211 0.6281988381275109
train: 0.7734184938092385 0.6400131661870962
val: 0.7681903626237597 0.6226640636367458
train: 0.7692352374278205 0.6364248679005855
val: 0.7645117800150599 0.6190541791064399
train: 0.7590885763643774 0.6265121796263977
val: 0.7545270855937686 0.6091095698731286
train: 0.7473882024239236 0.6137513307707051
val: 0.7446887376052993 0.5981296386037555
train: 0.7515360695525698 0.6186195765772173
val: 0.7478594183921814 0.6018789862947804
train: 0.7788998243396233 0.6509511703270272
val: 0.7730273966278348 0.6322890461555549
train: 0.7429047333529968 0.6100744751891083
val: 0.7409735896757671 0.595212746411562
train: 0.7639316341394553 0.6349565053790196
val: 0.759096061544759 0.6169937694711345
train: 0.7574738681840757 0.6281062645122103
val: 0.7548481832657542 0.6120546321783747
train: 0.7100221189585599 0.5754447062868526
val: 0.7098282192434583 0.5604498641831535
train: 0.7686689779206105 0.6424259391348383
val: 0.7636525673525674 0.6238457411527634
train: 0.7657257968729193 0.6396466738317719
val: 0.7616557851433754 0.6223129044686045
train: 0.741761165280496 0.6126667431547494
val: 0.7409244797059468 0.5989243020968777
train: 0.7260156563999366 0.5957455042520227
val: 0.7258983265076365 0.5813134099755969
train: 0.7409533393348068 0.6128093285644509
val: 0.7389691716858319 0.5964234779988017
train: 0.7372594886511302 0.6096680897596645
val: 0.7368548012205532 0.5952139581952777
train: 0.7097461774202386 0.5783038399785845
val: 0.7108095032828194 0.5630398680056844
train: 0.7156027676073338 0.5847518382009523
val: 0.7176900665674891 0.5707438146429402
train: 0.7123356578636729 0.5817175106393976
val: 0.7153620698622295 0.5698528151426997
train: 0.7143155815314687 0.5844252630412753
val: 0.7150307978902545 0.5697978266647884
train: 0.6990930679256965 0.5654581648862956
val: 0.7001523290361676 0.5511928551963398
train: 0.705452396548039 0.5723879486759387
val: 0.7073897144624165 0.5585414314908641
train: 0.7368659123647248 0.6093603427633861
val: 0.7399691673261779 0.5975739716419152
train: 0.7086936633957446 0.5761485932684364
val: 0.7101009424243655 0.5622242667845317
train: 0.6991776591521903 0.5651728433073441
val: 0.7021500787564686 0.5514748319983482
train: 0.7028802701455058 0.5686784099099224
val: 0.7051187625953129 0.5542389809020928
train: 0.7075436622166563 0.5742587358895634
val: 0.7092340929167611 0.5592076741158962
train: 0.7174287637657434 0.5862641822208058
val: 0.7197078594139644 0.5725552588701248
train: 0.7098585713294244 0.5756827072838534
val: 0.7128893062472343 0.5634566705141749
train: 0.6949191684247461 0.5578580121141026
val: 0.6972693875432014 0.5446652354938644
train: 0.7066722555943599 0.5715738050748875
val: 0.7090270700199264 0.559040082352502
train: 0.6997048501744648 0.5618176326548948
val: 0.7021060585975647 0.547557497130973
train: 0.6969113641819996 0.5584381073276319
val: 0.6995870290057999 0.545915567449161
train: 0.7032517504132738 0.5670596181122788
val: 0.7047411682350295 0.5519285994981017
train: 0.6862594455567972 0.5428550560628215
val: 0.6870888120361737 0.5262549418423857
train: 0.7160677811966614 0.57978213401484
val: 0.7203971711652619 0.5683966438685145
train: 0.7002997578413955 0.558907390776967
val: 0.7020228643502507 0.5446128552513463
train: 0.7125044746482827 0.5732113802013509
val: 0.7162806263991764 0.5611819672797408
train: 0.6880080463949186 0.5402641797170611
val: 0.6880148117031369 0.5226950581584658
train: 0.7097041150691572 0.5680324020973049
val: 0.7139041892119816 0.5552492796310357
train: 0.7048640801759759 0.5598696654667952
val: 0.7091816546661514 0.5467236371976989
train: 0.6932906992624233 0.5434251647890488
val: 0.6949727567178863 0.5287991597184113
train: 0.6915929306986744 0.539736016055356
val: 0.6910736454384667 0.5223270968667099
train: 0.6897395920893314 0.5355195556043529
val: 0.6886851074440139 0.5173539529953685
train: 0.6926047062594171 0.5360478348920772
val: 0.694936848112515 0.5203612622405801
train: 0.6906785092745359 0.5338785475300204
val: 0.6894086280039379 0.5147039709346635
train: 0.69334102725703 0.5339317988615232
val: 0.6938540179814611 0.5174895280173847
train: 0.6922182795588921 0.5340916011864838
val: 0.6902350240520069 0.5155469950820718
train: 0.6872439833680206 0.5192848753369799
val: 0.6845539095146316 0.5001902154513768
train: 0.6974021998668346 0.5360927719874117
val: 0.6954742978726115 0.518340563667672
train: 0.6858272075303489 0.5224897613273688
val: 0.6828403866716793 0.5050849600562027
train: 0.6865390958674142 0.5193838973548754
val: 0.6841048608933177 0.501818518021277
train: 0.6911375742853562 0.5269829914891475
val: 0.6892541008336204 0.5111895624016013
train: 0.6829028909157449 0.5161141190361068
val: 0.6800794516290937 0.500886755330222
train: 0.6795776461925674 0.5172751037256459
val: 0.6778102538415364 0.5029060239238399
train: 0.6770347437201357 0.5177574826300668
val: 0.6765519476362637 0.503297608345747
train: 0.6742128874899006 0.5107398587238055
val: 0.673273184469768 0.49598616308399607
train: 0.6745794770305108 0.5140827948396857
val: 0.6736696692449706 0.4991509313029902
train: 0.6729050858978651 0.5147550543906751
val: 0.6726877189108303 0.49981292869363514
train: 0.6710062551358578 0.5075596360342244
val: 0.6707097717693874 0.4942027362329619
train: 0.6716636608073439 0.5130559103754608
val: 0.6706536965710777 0.49959710240364075
train: 0.6722030318028067 0.5153352940711807
val: 0.6721446971808162 0.5009273748312678
train: 0.6717296268932981 0.5123436202751227
val: 0.6706449165940285 0.4976230620273522
train: 0.6732204954994738 0.5166236004871357
val: 0.6715611112969262 0.5029801635869912
train: 0.6710865408444334 0.5137589224272809
val: 0.6706799204860415 0.500056438680206
train: 0.672066653404068 0.5159870100335991
val: 0.6702975417886462 0.5002453880650657
train: 0.6747708159807491 0.5159488496892264
val: 0.6728360099451882 0.500883191291775
train: 0.6719429431772651 0.509256690390998
val: 0.6708710182990346 0.4959132485091686
